sep=;
country_or_region;year;variable;share_of_generation_pct
Trinidad and Tobago;2007;Nuclear;0
Trinidad and Tobago;2008;Nuclear;0
Trinidad and Tobago;2009;Nuclear;0
Trinidad and Tobago;2010;Nuclear;0
Trinidad and Tobago;2011;Nuclear;0
Trinidad and Tobago;2012;Nuclear;0
Trinidad and Tobago;2013;Nuclear;0
Trinidad and Tobago;2014;Nuclear;0
Trinidad and Tobago;2015;Nuclear;0
Trinidad and Tobago;2016;Nuclear;0
Trinidad and Tobago;2017;Nuclear;0
Trinidad and Tobago;2018;Nuclear;0
Trinidad and Tobago;2019;Nuclear;0
Trinidad and Tobago;2020;Nuclear;0
Tunisia;2000;Nuclear;0
Tunisia;2001;Nuclear;0
Tunisia;2002;Nuclear;0
Tunisia;2003;Nuclear;0
Tunisia;2004;Nuclear;0
Tunisia;2005;Nuclear;0
Tunisia;2006;Nuclear;0
Tunisia;2007;Nuclear;0
Tunisia;2008;Nuclear;0
Tunisia;2009;Nuclear;0
Tunisia;2010;Nuclear;0
Tunisia;2011;Nuclear;0
Tunisia;2012;Nuclear;0
Tunisia;2013;Nuclear;0
Tunisia;2014;Nuclear;0
Tunisia;2015;Nuclear;0
Tunisia;2016;Nuclear;0
Tunisia;2017;Nuclear;0
Tunisia;2018;Nuclear;0
Tunisia;2019;Nuclear;0
Tunisia;2020;Nuclear;0
Tunisia;2021;Nuclear;0
Turkey;2000;Nuclear;0
Turkey;2001;Nuclear;0
Turkey;2002;Nuclear;0
Turkey;2003;Nuclear;0
Turkey;2004;Nuclear;0
Turkey;2005;Nuclear;0
Turkey;2006;Nuclear;0
Turkey;2007;Nuclear;0
Turkey;2008;Nuclear;0
Turkey;2009;Nuclear;0
Turkey;2010;Nuclear;0
Turkey;2011;Nuclear;0
Turkey;2012;Nuclear;0
Turkey;2013;Nuclear;0
Turkey;2014;Nuclear;0
Turkey;2015;Nuclear;0
Turkey;2016;Nuclear;0
Turkey;2017;Nuclear;0
Turkey;2018;Nuclear;0
Turkey;2019;Nuclear;0
Turkey;2020;Nuclear;0
Turkey;2021;Nuclear;0
Turkmenistan;2000;Nuclear;0
Turkmenistan;2001;Nuclear;0
Turkmenistan;2002;Nuclear;0
Turkmenistan;2003;Nuclear;0
Turkmenistan;2004;Nuclear;0
Turkmenistan;2005;Nuclear;0
Turkmenistan;2006;Nuclear;0
Turkmenistan;2007;Nuclear;0
Turkmenistan;2008;Nuclear;0
Turkmenistan;2009;Nuclear;0
Turkmenistan;2010;Nuclear;0
Turkmenistan;2011;Nuclear;0
Turkmenistan;2012;Nuclear;0
Turkmenistan;2013;Nuclear;0
Turkmenistan;2014;Nuclear;0
Turkmenistan;2015;Nuclear;0
Turkmenistan;2016;Nuclear;0
Turkmenistan;2017;Nuclear;0
Turkmenistan;2018;Nuclear;0
Turkmenistan;2019;Nuclear;0
Turkmenistan;2020;Nuclear;0
Turks and Caicos Islands (the);2000;Nuclear;0
Turks and Caicos Islands (the);2001;Nuclear;0
Turks and Caicos Islands (the);2002;Nuclear;0
Turks and Caicos Islands (the);2003;Nuclear;0
Turks and Caicos Islands (the);2004;Nuclear;0
Turks and Caicos Islands (the);2005;Nuclear;0
Turks and Caicos Islands (the);2006;Nuclear;0
Turks and Caicos Islands (the);2007;Nuclear;0
Turks and Caicos Islands (the);2008;Nuclear;0
Turks and Caicos Islands (the);2009;Nuclear;0
Turks and Caicos Islands (the);2010;Nuclear;0
Turks and Caicos Islands (the);2011;Nuclear;0
Turks and Caicos Islands (the);2012;Nuclear;0
Turks and Caicos Islands (the);2013;Nuclear;0
Turks and Caicos Islands (the);2014;Nuclear;0
Turks and Caicos Islands (the);2015;Nuclear;0
Turks and Caicos Islands (the);2016;Nuclear;0
Turks and Caicos Islands (the);2017;Nuclear;0
Turks and Caicos Islands (the);2018;Nuclear;0
Turks and Caicos Islands (the);2019;Nuclear;0
Turks and Caicos Islands (the);2020;Nuclear;0
Uganda;2000;Nuclear;0
Uganda;2001;Nuclear;0
Uganda;2002;Nuclear;0
Uganda;2003;Nuclear;0
Uganda;2004;Nuclear;0
Uganda;2005;Nuclear;0
Uganda;2006;Nuclear;0
Uganda;2007;Nuclear;0
